code	value_en	description_en	synonym	chrLocation	chrBand	tissueType	codesystem	description_code
SDHC	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa		55973,6391,BCAP29,ENSG00000075790,ENSG00000143252,PGL3,Q99643,Q9UHQ4,SDHC	1:161314406-161362433	1q21	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6391
SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein		6392,ENSG00000204370,O14521,PGL,PGL1,SDHD	11:112086908-112094970	11q23	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6392
Sep/05	septin 5	Tumour TYPE: AML	2812,ENSG00000184702,PNUTL1,Q99719,SEPT5	22:19714590-19722485	22q11.21	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5413
Sep/06	septin 6	Tumour TYPE: AML	23157,ENSG00000125354,Q14141,SEPT6	X:119618762-119693105	Xq24	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=23157
Sep/09	septin 9	Tumour TYPE: AML*	10801,ENSG00000184640,MSF,Q9UHD8,SEPT9	17:77320327-77498658	17q25	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10801
SET	SET translocation	Tumour TYPE: T-ALL	6418,ENSG00000119335,Q01105,SET	9:128689583-128694664	9q34	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6418
SETBP1	SET binding protein 1	Tumour TYPE: aCML, sAML, MDS/MPN-U, CMML, JMML	26040,ENSG00000152217,Q9Y6X0,SETBP1	18:44701347-45063698	18q21.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=26040
SETD1B	SET domain containing 1B	Tumour TYPE: CRC, endometrium	23067,ENSG00000139718,Q9UPS6,SETD1B	12:121819473-121830240	12q24.31	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=23067
SETD2	SET domain containing 2	Tumour TYPE: clear cell renal carcinoma	29072,ENSG00000181555,SETD2	3:47017093-47123126	3p21.31	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=29072
SETDB1	SET domain bifurcated 1	Tumour TYPE: malignant mesothelioma	9869,ENSG00000143379,Q15047,SETDB1	1:150927715-150964364	1q21.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9869
SF3B1	splicing factor 3b, subunit 1, 155kDa	Tumour TYPE: myelodysplastic syndrome	23451,ENSG00000115524,O75533,SF3B1	2:197392303-197434999	2q33.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=23451
SFPQ	splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated)	Tumour TYPE: papillary renal	6421,ENSG00000116560,P23246,SFPQ	1:35184456-35193049	1p34.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6421
SFRP4	secreted frizzled related protein 4	Tumour TYPE: colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC	6424,ENSG00000106483,Q6FHJ7,SFRP4	7:37907479-37916537	7p14.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6424
SGK1	serum/glucocorticoid regulated kinase 1	Tumour TYPE: Nodular lymphocyte predominant Hodgkin lymphoma	6446,ENSG00000118515,O00141,SGK,SGK1	6:134170268-134174807	6q23.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6446
SH2B3	SH2B adaptor protein 3	Tumour TYPE: MPN, sAML, erythrocytosis, B-ALL		12:111418146-111448302	12q24.12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10019
SH3GL1	SH3-domain GRB2-like 1 (EEN)	Tumour TYPE: AL	6455,ENSG00000141985,Q99961,SH3GL1	19:4361600-4400368	19p13.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6455
SIRPA	signal regulatory protein alpha	Tumour TYPE: HNSCC, colorectal cancer, Lung SCC	140885,ENSG00000198053,P78324,PTPNS1,SIRPA	20:1895448-1937568	20p13	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=140885
SIX1	SIX homeobox 1	Tumour TYPE: Wilms tumour	6495,DFNA23,ENSG00000126778,Q15475,SIX1	14:60646283-60649189	14q23.1	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6495
SIX2	SIX homeobox 2	Tumour TYPE: Wilms tumour	10736,ENSG00000170577,Q9NPC8,SIX2	2:45006170-45009110	2p21	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10736
SKI	SKI proto-oncogene	Tumour TYPE: melanoma	6497,ENSG00000157933,P12755,SKI	1:2228767-2306765	1p36.33-p36.32	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6497
SLC34A2	solute carrier family 34 (sodium phosphate), member 2	Tumour TYPE: NSCLC	10568,ENSG00000157765,O95436,SLC34A2	4:25662501-25676749	4p15.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10568
SLC45A3	solute carrier family 45, member 3	Tumour TYPE: prostate	85414,ENSG00000158715,PCANAP2,PCANAP6,PCANAP8,Q96JT2,SLC45A3	1:205659234-205664656	1q32	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=85414
SMAD2	SMAD family member 2	Tumour TYPE: colorectal carcinoma, hepatocellular carcinoma	4087,ENSG00000175387,MADH2,Q15796,SMAD2	18:47841827-47896756	18q21	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4087
SMAD3	SMAD family member 3	Tumour TYPE: colorectal carcinoma, oral squamous cell carcinoma	4088,ENSG00000166949,MADH3,P84022,SMAD3	15:67066155-67190536	15q21-q22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4088
SMAD4	SMAD family member 4	Tumour TYPE: colorectal, pancreatic, small intestine	4089,ENSG00000141646,MADH4,Q13485,SMAD4	18:51047047-51078467	18q21.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4089
SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Tumour TYPE: NSCLC, SCCOHT	6597,ENSG00000127616,P51532,SMARCA4,SNF2L4	19:10984152-11061816	19p13.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6597
SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	Tumour TYPE: malignant rhabdoid	6598,ENSG00000099956,Q12824,SMARCB1,SNF5L1	22:23787170-23834180	22q11	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6598
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	Tumour TYPE: breast	6602,ENSG00000066117,Q96GM5,SMARCD1	12:50085487-50099000	12q13-q14	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6602
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1		6605,ENSG00000073584,Q969G3,SMARCE1	17:40628785-40645626	17q21.2	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6605
SMC1A	structural maintenance of chromosomes 1A	Tumour TYPE: AML	8243,ENSG00000072501,Q14683,SMC1A,SMC1L1	X:53380103-53422600	Xp11.22	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8243
SMO	smoothened homolog (Drosophila)	Tumour TYPE: skin basal cell	6608,ENSG00000128602,Q99835,SMO,SMOH	7:129189152-129212451	7q31-q32	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6608
SND1	staphylococcal nuclease and tudor domain containing 1	Tumour TYPE: pancreas acinar carcinoma	27044,ENSG00000197157,Q7KZF4,SND1	7:127652374-128092058	7q31.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=27044
SOCS1	suppressor of cytokine signaling 1	Tumour TYPE: Hodgkin lymphoma, PMBL	8651,ENSG00000185338,O15524,SOCS1	16:11254843-11255478	16p13.13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8651
SOX2	SRY (sex determining region Y)-box 2	Tumour TYPE: NSCLC, oesophageal squamous carcinoma	6657,ENSG00000181449,P48431,SOX2	3:181712361-181713314	3q26.3-q27	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6657
SOX21	SRY-box 21	Tumour TYPE: multiple myeloma	11166,ENSG00000125285,Q9Y651,SOX21	13:94711219-94712049	13q32.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=11166
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	Tumour TYPE: JMML	92521,CYTSB,ENSG00000128487,Q5M775,SPECC1	17:20096653-20314066	17p11.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=92521
SPEN	spen family transcriptional repressor	Tumour TYPE: SMZL, adenoid cystic carcinoma, DLBCL	23013,ENSG00000065526,Q96T58,SPEN	1:15848068-15939427	1p36	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=23013
SPOP	speckle type POZ protein	Tumour TYPE: prostate, endometrial	8405,ENSG00000121067,O43791,SPOP	17:49600378-49622810	17q21.33	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8405
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	Tumour TYPE: colorectal cancer, endometrial carcinoma	6714,ENSG00000197122,P12931,SRC,SRC1	20:37384154-37403379	20q11.23	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6714
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	Tumour TYPE: pilocytic astrocytoma	9901,ENSG00000196220,O43295,SRGAP2,SRGAP3	3:8985519-9248951	3p25.3	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9901
SRSF2	serine/arginine-rich splicing factor 2	Tumour TYPE: MDS, CLL	6427,ENSG00000161547,Q01130,SFRS2,SRSF2	17:76736161-76737160	17q25	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6427
SRSF3	serine/arginine-rich splicing factor 3	Tumour TYPE: follicular lymphoma	6428,ENSG00000112081,P84103,SFRS3,SRSF3	6:36596763-36601989	6p21	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6428
SS18	synovial sarcoma translocation, chromosome 18	Tumour TYPE: synovial sarcoma	6760,ENSG00000141380,Q15532,SS18,SSXT	18:26018354-26090569	18q11.2	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6760
SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	Tumour TYPE: synovial sarcoma	26039,ENSG00000184402,O75177,SS18L1	20:62143822-62179209	20q13.3	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=26039
SSX1	synovial sarcoma, X breakpoint 1	Tumour TYPE: synovial sarcoma	6756,ENSG00000126752,Q16384,SSX1	X:48257242-48266387	Xp11.23-p11.22	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6756
SSX2	synovial sarcoma, X breakpoint 2	Tumour TYPE: synovial sarcoma	6757,ENSG00000241476,Q16385,SSX,SSX2	X:52752681-52789480	Xp11.23-p11.22	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6757
SSX4	synovial sarcoma, X breakpoint 4	Tumour TYPE: synovial sarcoma	6759,ENSG00000204645,O60224,SSX4	X:48391869-48411372	Xp11.23	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6759
STAG1	stromal antigen 1	Tumour TYPE: colorectal cancer, AML	10274,ENSG00000118007,Q8WVM7,STAG1	3:136338254-136630898	3q22.3	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10274
STAG2	stromal antigen 2	Tumour TYPE: bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms	10735,ENSG00000101972,Q8N3U4,STAG2	X:124022628-124100597	Xq25	E,L,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10735
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	Tumour TYPE: T-cell large granular lymphocytic leukaemia	6774,ENSG00000168610,P40763,STAT3	17:42315745-42348516	17q21.31	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6774
STAT5B	signal transducer and activator of transcription 5B	Tumour TYPE: large granular lymphocytic leukaemia, skin basal cell, APL	6777,ENSG00000173757,P51692,STAT5B	17:42201738-42232127	17q11.2	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6777
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	Tumour TYPE: solitary fibrous tumour, meningeal haemangiopericytoma	6778,ENSG00000166888,P42226,STAT6	12:57096572-57108278	12q13	M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6778
STIL	SCL/TAL1 interrupting locus	Tumour TYPE: T-ALL	6491,ENSG00000123473,Q15468,SIL,STIL	1:47251136-47310319	1p32	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6491
STK11	serine/threonine kinase 11 gene (LKB1)	Tumour TYPE: NSCLC, pancreatic	6794,ENSG00000118046,Q15831,STK11	19:1206914-1226647	19p13.3	E,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6794
STRN	striatin, calmodulin binding protein	Tumour TYPE: anaplastic thyroid, papillary thyroid, lung	6801,ENSG00000115808,O43815,STRN	2:36849456-36966463	2p22.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6801
SUFU	suppressor of fused homolog (Drosophila)	Tumour TYPE: medulloblastoma	51684,ENSG00000107882,Q9UMX1,SUFU	10:102504153-102630155	10q24.32	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=51684
SUZ12	suppressor of zeste 12 homolog (Drosophila)	Tumour TYPE: endometrial stromal tumour	23512,ENSG00000178691,Q15022,SUZ12	17:31937247-31999003	17q11.2	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=23512
SYK	spleen tyrosine kinase	Tumour TYPE: MDS, peripheral T-cell lymphoma	6850,ENSG00000165025,P43405,SYK	9:90843899-90895600	9q22	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6850
TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	Tumour TYPE: extraskeletal myxoid chondrosarcoma, ALL	8148,ENSG00000172660,Q92804,TAF15,TAF2N	17:35809571-35846946	17q11.1-q11.2	L,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8148
TAL1	T-cell acute lymphocytic leukemia 1 (SCL)	Tumour TYPE: lymphoblastic leukaemia/biphasic	6886,ENSG00000162367,P17542,TAL1,TCL5	1:47219720-47225888	1p32	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6886
TAL2	T-cell acute lymphocytic leukemia 2	Tumour TYPE: T-ALL		9:108424779-108425393	9q31	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6887
TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	Tumour TYPE: splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma	79718,ENSG00000177565,Q9BZK7,TBL1XR1	3:177025498-177064977	3q26.32	L,E,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=79718
TBX3	T-box 3	Tumour TYPE: breast, large intestine, skin	6926,ENSG00000135111,O15119,TBX3,UMS	12:114671841-114683200	12q24.21	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6926
TCEA1	transcription elongation factor A (SII), 1	Tumour TYPE: salivary adenoma	6917,ENSG00000187735,TCEA1	8:53970288-53984488	8q11.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6917
TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	Tumour TYPE: extraskeletal myxoid chondrosarcoma	6938,ENSG00000140262,Q99081,TCF12	15:56919914-57288514	15q21	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6938
TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	Tumour TYPE: pre B-ALL	6929,ENSG00000071564,P15923,TCF3	19:1611707-1650248	19p13.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6929
TCF7L2	transcription factor 7-like 2	Tumour TYPE: colorectal	6934,ENSG00000148737,Q9NQB0,TCF4,TCF7L2	10:112950757-113165972	10q25.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6934
TCL1A	T-cell leukemia/lymphoma 1A	Tumour TYPE: T-CLL	8115,ENSG00000100721,P56279,TCL1A	14:95711755-95714066	14q32.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8115
TEC	tec protein tyrosine kinase	Tumour TYPE: myxoid chondrosarcoma	7006,ENSG00000135605,P42680,TEC	4:48137416-48228614	4p12-p11	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7006
TERT	telomerase reverse transcriptase	Tumour TYPE: melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types	7015,ENSG00000164362,O14746,TERT	5:1253728-1294989	5p15.33	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7015
TET1	tet methylcytosine dioxygenase 1	Tumour TYPE: AML	80312,CXXC6,ENSG00000138336,Q8NFU7,TET1	10:68572340-68691815	10q21	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=80312
TET2	tet oncogene family member 2	Tumour TYPE: MDS	54790,ENSG00000168769,KIAA1546,Q6N021,TET2	4:105233943-105276519	4q24	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=54790
TFE3	transcription factor binding to IGHM enhancer 3	Tumour TYPE: papillary renal, alveolar soft part sarcoma, renal	7030,ENSG00000068323,P19532,TFE3	X:49030158-49043226	Xp11.22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7030
TFEB	transcription factor EB	Tumour TYPE: renal cell carcinoma (childhood epithelioid)	7942,ENSG00000112561,P19484,TFEB	6:41684599-41691213	6p21	E,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7942
TFG	TRK-fused gene	Tumour TYPE: papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma	10342,ENSG00000114354,Q92734,TFG	3:100713687-100748532	3q11-q12	E,L,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10342
TFPT	TCF3 (E2A) fusion partner (in childhood leukaemia)	Tumour TYPE: pre-B ALL	29844,ENSG00000105619,P0C1Z6,TFPT	19:54107050-54115269	19q13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=29844
TFRC	transferrin receptor (p90, CD71)	Tumour TYPE: NHL	7037,ENSG00000072274,P02786,TFRC	3:196051942-196077099	3q29	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7037
TGFBR2	transforming growth factor beta receptor II	Tumour TYPE: head and neck, colorectal	7048,ENSG00000163513,MFS2,P37173,TGFBR2	3:30606884-30691599	3p22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7048
THRAP3	thyroid hormone receptor associated protein 3 (TRAP150)	Tumour TYPE: aneurysmal bone cyst	9967,ENSG00000054118,Q9Y2W1,THRAP3	1:36282564-36304017	1p34.3	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9967
TLX1	T-cell leukemia, homeobox 1 (HOX11)	Tumour TYPE: T-ALL	3195,ENSG00000107807,HOX11,P31314,TCL3,TLX1	10:101131543-101136914	10q24	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3195
TLX3	T-cell leukemia, homeobox 3 (HOX11L2)	Tumour TYPE: T-ALL	30012,ENSG00000164438,HOX11L2,O43711,TLX3	5:171309367-171311600	5q35.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=30012
TMEM127	transmembrane protein 127		55654,ENSG00000135956,O75204,TMEM127	2:96253808-96265381	2q11.2	O,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=55654
TMPRSS2	transmembrane protease, serine 2	Tumour TYPE: prostate	7113,ENSG00000184012,O15393,TMPRSS2	21:41466142-41498133	21q22.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7113
TNC	tenascin C	Tumour TYPE: SCC, melanoma	3371,DFNA56,ENSG00000041982,HXB,P24821,TNC	9:115021157-115091018	9q33.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=3371
TNFAIP3	tumor necrosis factor, alpha-induced protein 3	Tumour TYPE: marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL	7128,ENSG00000118503,P21580,TNFAIP3	6:137871228-137881319	6q23	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7128
TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	Tumour TYPE: follicular lymphoma	8764,ENSG00000157873,Q92956,TNFRSF14	1:2556665-2563273	1p36.32	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8764
TNFRSF17	tumor necrosis factor receptor superfamily, member 17	Tumour TYPE: intestinal T-cell lymphoma	608,BCMA,ENSG00000048462,Q02223,TNFRSF17	16:11965325-11967847	16p13.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=608
TOP1	topoisomerase (DNA) I	Tumour TYPE: AML*	7150,ENSG00000198900,P11387,TOP1	20:41029068-41123297	20q12-q13.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7150
TP53	tumor protein p53	Tumour TYPE: breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types	7157,ENSG00000141510,P04637,TP53	17:7669609-7676594	17p13	L,E,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7157
TP63	tumor protein p63	Tumour TYPE: HNSCC, DLBCL	8626,ENSG00000073282,Q9H3D4,TP53CP,TP53L,TP63,TP73L	3:189631516-189894502	3q28	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8626
TPM3	tropomyosin 3	Tumour TYPE: papillary thyroid, ALCL, NSCLC, Spitzoid tumour	7170,ENSG00000143549,NEM1,P06753,TPM3	1:154157639-154183119	1q22-q23	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7170
TPM4	tropomyosin 4	Tumour TYPE: ALCL	7171,ENSG00000167460,P67936,TPM4	19:16076567-16101347	19p13.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7171
TPR	translocated promoter region	Tumour TYPE: papillary thyroid, NSCLC	7175,ENSG00000047410,P12270,TPR	1:186313971-186375028	1q25	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7175
TRA	T cell receptor alpha locus	Tumour TYPE: T-ALL		###############################################################################################################################################################################################################################################################	14q11.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6955
TRAF7	tumour necrosis factor receptor-associated factor 7	Tumour TYPE: meningioma	84231,ENSG00000131653,Q6Q0C0,RFWD1,TRAF7	16:2163921-2176574	16p13.3	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=84231
TRB	T cell receptor beta locus	Tumour TYPE: T-ALL		###############################################################################################################################################################################################################################################################	7q34	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6957
TRD	T cell receptor delta locus	Tumour TYPE: T-cell leukaemia		###############################################################################################################################################################################################################################################################	14q11.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6964
TRIM24	tripartite motif containing 24	Tumour TYPE: APL	8805,ENSG00000122779,O15164,TIF1,TRIM24	7:138460549-138584951	7q32-q34	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8805
TRIM27	tripartite motif-containing 27	Tumour TYPE: papillary thyroid	5987,ENSG00000204713,P14373,RFP,TRIM27	6:28904070-28923632	6p22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5987
TRIM33	tripartite motif-containing 33 (PTC7,TIF1G)	Tumour TYPE: papillary thyroid	51592,ENSG00000197323,Q9UPN9,TRIM33	1:114397648-114511076	1p13	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=51592
TRIP11	thyroid hormone receptor interactor 11	Tumour TYPE: AML	9321,ENSG00000100815,Q15643,TRIP11	14:91969673-92039685	14q31-q32	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9321
TRRAP	transformation/transcription domain-associated protein	Tumour TYPE: melanoma	8295,ENSG00000196367,Q9Y4A5,TRRAP	7:98881151-99012355	7q21.2-q22.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8295
TSC1	tuberous sclerosis 1 gene	Tumour TYPE: renal cell carcinoma, bladder carcinoma	7248,ENSG00000165699,Q92574,TSC,TSC1	9:132896235-132928872	9q34	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7248
TSC2	tuberous sclerosis 2 gene	Tumour TYPE: pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC	7249,ENSG00000103197,P49815,TSC2,TSC4	16:2048616-2088610	16p13.3	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7249
TSHR	thyroid stimulating hormone receptor	Tumour TYPE: toxic thyroid adenoma		14:80955681-81144353	14q31	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7253
U2AF1	U2 small nuclear RNA auxiliary factor 1	Tumour TYPE: CLL, MDS	7307,ENSG00000160201,Q01081,U2AF1,U2AFBP	21:43093102-43107494	21q22.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7307
UBR5	ubiquitin protein ligase E3 component n-recognin 5	Tumour TYPE: mantle cell lymphoma, gastric, colorectal	51366,EDD1,ENSG00000104517,O95071,UBR5	8:102254302-102412234	8q22	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=51366
USP44	ubiquitin specific peptidase 44	Tumour TYPE: lung cancer, colon cancer	84101,ENSG00000136014,Q9H0E7,USP44	12:95518154-95534256	12q21.33	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=84101
USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	Tumour TYPE: aneurysmal bone cyst	9098,ENSG00000129204,HRP1,P35125,TRESMCR,USP6	17:5130368-5148597	17p13	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9098
USP8	ubiquitin specific peptidase 8	Tumour TYPE: corticotroph adenoma	9101,ENSG00000138592,P40818,USP8	15:50439074-50499088	15q21.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9101
VAV1	vav guanine nucleotide exchange factor 1	Tumour TYPE: T-cell lymphoma	7409,ENSG00000141968,VAV,VAV1	19:6772808-6857107	19p13.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7409
VHL	von Hippel-Lindau syndrome gene	Tumour TYPE: renal, haemangioma, pheochromocytoma	7428,ENSG00000134086,P40337,VHL	3:10141848-10149965	3p25	E,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7428
VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A	Tumour TYPE: colorectal	143187,ENSG00000151532,Q96AJ9,VTI1A	10:112447374-112815383	10q25.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=143187
WAS	Wiskott-Aldrich syndrome		7454,ENSG00000015285,IMD2,P42768,THC,WAS	X:48683854-48691162	Xp11.23-p11.22	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7454
WHSC1	Wolf-Hirschhorn syndrome candidate 1(MMSET)	Tumour TYPE: MM	7468,ENSG00000109685,O96028,WHSC1	4:1900655-1978909	4p16.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7468
