id	gene	label	synonym	chrLocation	refSeqId	locusType	linkPubmed	linkEnsembl
HGNC:20968	C14orf169	chromosome 14 open reading frame 169	FLJ21802|NO66	14q24.2	NM_024644	gene with protein product	19927124	ENSG00000170468
HGNC:7996	NRF1	nuclear respiratory factor 1	ALPHA-PAL|EWG	7q32	NM_001040110	gene with protein product	2584221	ENSG00000106459
HGNC:32235	C8orf59	chromosome 8 open reading frame 59	NA	8q21.2	NM_001099670	gene with protein product	12477932	ENSG00000176731
HGNC:31560	MIR190	microRNA 190	hsa-mir-190	15q22.2	NR_029709	RNA, micro	NA	ENSG00000211137
HGNC:34717	TRNAC12	transfer RNA cysteine 12 (anticodon GCA)	NA	15	NA	RNA, transfer	NA	NA
HGNC:34454	CCDC154	coiled-coil domain containing 154	LOC645811	16p13.3	NM_001143980	gene with protein product	NA	ENSG00000197599
HGNC:19871	VN1R4	vomeronasal 1 receptor 4	V1RL4	19q13.42	NM_173857	gene with protein product	12123587	ENSG00000174677
HGNC:26044	GEMIN8	gem (nuclear organelle) associated protein 8	FLJ20514	Xp22	NM_001042479	gene with protein product	16434402	ENSG00000046647
HGNC:10363	RPL7	ribosomal protein L7	humL7-1	8q13.3	NM_000971	gene with protein product	8360149, 8441630	ENSG00000147604
HGNC:12582	UQCRB	ubiquinol-cytochrome c reductase binding protein	UQCR6|QP-C|QCR7	8q22	NM_006294	gene with protein product	2167087, 2543413, 3056408	ENSG00000156467
HGNC:12845	YPEL1	yippee-like 1 (Drosophila)	NA	22q11.2	NM_013313	gene with protein product	11473580	ENSG00000100027
HGNC:15739	RASSF9	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9	P-CIP1	12q21.31	NM_005447	gene with protein product	9837933, 18272789	ENSG00000198774
HGNC:13950	GAPDHP15	glyceraldehyde-3-phosphate dehydrogenase pseudogene 15	GAPDH-Lp|b55C20.4	6p21.3	NG_006993	pseudogene	NA	NA
HGNC:11731	TESK1	testis-specific kinase 1	NA	9p13	NM_006285	gene with protein product	8537404	ENSG00000107140
HGNC:1103	BRD2	bromodomain containing 2	FSRG1|KIAA9001|D6S113E|RING3|NAT	6p21.3	NM_001113182	gene with protein product	1352711, 8781126	ENSG00000234507
HGNC:700	ARNT	aryl hydrocarbon receptor nuclear translocator	bHLHe2|HIF-1beta	1q21	NM_001668	gene with protein product	NA	ENSG00000143437
HGNC:8625	PBCRA1	progressive bifocal chorioretinal atrophy 1	PBCRA|CRAPB	6q	NA	phenotype only	9719369, 9691169	NA
HGNC:35198	SPG43	spastic paraplegia 43 (autosomal recessive)	NA	19p13.11-q12	NA	phenotype only	NA	NA
HGNC:1610	CCR9	chemokine (C-C motif) receptor 9	GPR-9-6|CDw199	3pter-qter	NM_006641	gene with protein product	10229797	ENSG00000173585
HGNC:27102	KIF18B	kinesin family member 18B	NA	17q21.31	NM_001080443	gene with protein product	16084724	ENSG00000186185
HGNC:17382	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	ARHGAP13|KIAA1304	12q13.13	NM_020762	gene with protein product	11672528	ENSG00000196935
HGNC:18683	EIF4A3	eukaryotic translation initiation factor 4A3	EIF4AIII|KIAA0111	17q25.3	NM_014740	gene with protein product	10623621, 14730019	ENSG00000141543
HGNC:2413	CRYGFP	crystallin, gamma F pseudogene	p1	2q33-q35	NG_001107	pseudogene	NA	NA
HGNC:21354	TICAM2	toll-like receptor adaptor molecule 2	TICAM-2|TIRP|TRAM	5q15-q32	NM_021649	gene with protein product	NA	ENSG00000243414
HGNC:28788	CAMKV	CaM kinase-like vesicle-associated	MGC8407|VACAMKL	3p21.31	NM_024046	gene with protein product	12477932	ENSG00000164076
HGNC:13403	PBX4	pre-B-cell leukemia homeobox 4	NA	19p12	NM_025245	gene with protein product	NA	ENSG00000105717
HGNC:15622	SIGLEC11	sialic acid binding Ig-like lectin 11	NA	19q13.3	NM_001135163	gene with protein product	11986327	ENSG00000161640
HGNC:2589	OFD1P18Y	OFD1 pseudogene 18, Y-linked	71-7A2	Yq11.22	NG_009011	pseudogene	9722947	ENSG00000235511
HGNC:33678	MIR935	microRNA 935	hsa-mir-935	19q13.42	NR_030632	RNA, micro	NA	NA
HGNC:21480	DUSP23	dual specificity phosphatase 23	FLJ20442|DUSP25	1q23.1	NM_017823	gene with protein product	15147733	ENSG00000158716
HGNC:12725	VTNR	vitronectin receptor	NA	reserved	NA	gene with protein product	NA	NA
HGNC:1772	CDK3	cyclin-dependent kinase 3	NA	17q22-qter	NM_001258	gene with protein product	1639063	ENSG00000250506
HGNC:14944	PPP1R3F	protein phosphatase 1, regulatory (inhibitor) subunit 3F	Hb2E	Xp11.23	NM_001184745	gene with protein product	11948623	ENSG00000049769
HGNC:8435	OR7E5P	olfactory receptor, family 7, subfamily E, member 5 pseudogene	OR11-12|FLJ31393	11q11	NR_027688	pseudogene	9787077	ENSG00000214880
HGNC:3547	F8A1	coagulation factor VIII-associated (intronic transcript) 1	DXS522E	Xq28	NM_012151	gene with protein product	2110545	ENSG00000197932
HGNC:31079	UBE2HP1	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast) pseudogene 1	NA	8q21	NG_008822	pseudogene	NA	NA
HGNC:36000	RPS7P4	ribosomal protein S7 pseudogene 4	NA	1p31.3	NG_011195	pseudogene	19123937	NA
HGNC:34619	TRNAA9	transfer RNA alanine 9 (anticodon AGC)	NA	6	NA	RNA, transfer	NA	NA
HGNC:15688	PCDHGB9P	protocadherin gamma subfamily B, 9 pseudogene	PSI6	5q31	NG_000012	pseudogene	11230163	NA
HGNC:1279	NCRNA00157	non-protein coding RNA 157	NA	21q21.1	NR_024354	gene with no protein product	NA	ENSG00000231755
HGNC:32184	DUXAP5	double homeobox A pseudogene 5	NA	11q23.3	NG_004844	pseudogene	NA	NA
HGNC:35322	MIR1257	microRNA 1257	hsa-mir-1257	20q13.33	NR_031658	RNA, micro	NA	NA
HGNC:12484	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	UBC8|UBCH	7q32	NM_003344	gene with protein product	8132613	ENSG00000186591
HGNC:9568	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	PA28alpha|IFI5111	14q11.2	NM_006263	gene with protein product	8269930	ENSG00000092010
HGNC:32137	MIR450A2	microRNA 450a-2	hsa-mir-450a-2|hsa-mir-450-2	Xq26.3	NR_030227	RNA, micro	NA	ENSG00000207755
HGNC:29131	PLEKHM2	pleckstrin homology domain containing, family M (with RUN domain) member 2	KIAA0842	1p36.13	NM_015164	gene with protein product	10048485	ENSG00000116786
HGNC:13450	BANP	BTG3 associated nuclear protein	SMAR1|BEND1|DKFZp761H172|FLJ10177|SMARBP1|FLJ20538	16q24	NM_001173539	gene with protein product	10940556, 10950932	ENSG00000172530
HGNC:30335	RPL9P7	ribosomal protein L9 pseudogene 7	NA	Xp22.1	NG_002471	pseudogene	8597601, 19123937	ENSG00000238103
HGNC:32554	FAM83G	family with sequence similarity 83, member G	FLJ41564	17p11.2	NM_001039999	gene with protein product	NA	ENSG00000188522
HGNC:17971	C6orf203	chromosome 6 open reading frame 203	HSPC230|PRED31	6q21	NM_001142468	gene with protein product	11042152, 11707072	ENSG00000130349
HGNC:10056	RNF11	ring finger protein 11	Sid1669p|MGC51169|CGI-123	1p32	NM_014372	gene with protein product	10673045, 10810093	ENSG00000123091
HGNC:35405	UBTFL5	upstream binding transcription factor, RNA polymerase I-like 5	NA	2q11.1	XM_001714341	gene with protein product	NA	ENSG00000204705
HGNC:27038	LCN8	lipocalin 8	NA	9q34.3	NM_178469	gene with protein product	NA	ENSG00000204001
HGNC:11357	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	STAM1	10p14-p13	NM_003473	gene with protein product	8780729	ENSG00000136738
HGNC:10682	SDHC	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	NA	1q21	NM_001035511	gene with protein product	9533030, 12658451	ENSG00000143252
HGNC:13839	GPR125	G protein-coupled receptor 125	PGR21|FLJ38547	4p15.31	NM_145290	gene with protein product	12565841	ENSG00000152990
HGNC:24144	GAL3ST3	galactose-3-O-sulfotransferase 3	GAL3ST2	11q13.1	NM_033036	gene with protein product	11323440, 11356829	ENSG00000175229
HGNC:4080	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	NA	5q34	NM_000811	gene with protein product	8020978	ENSG00000145863
HGNC:29501	GPSM2	G-protein signaling modulator 2	LGN|Pins	1p13.3	NM_013296	gene with protein product	11832491, 8973305	ENSG00000121957
HGNC:18909	KRTAP4-6	keratin associated protein 4-6	KAP4.6|KAP4.15	17q12-q21	XM_937152	gene with protein product	NA	ENSG00000198090
HGNC:2274	COX5BL5	cytochrome c oxidase subunit Vb-like 5	NA	12	NA	pseudogene	NA	NA
HGNC:11601	TBX23P	T-box 23 (pseudogene)	NA	1q25	NA	pseudogene	NA	NA
HGNC:37291	DFNB88	deafness, autosomal recessive 88	NA	reserved	NA	phenotype only	NA	NA
HGNC:8942	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10	bomapin	18q21.3	NM_005024	gene with protein product	9268635, 10871600	ENSG00000242550
HGNC:25202	FAM122C	family with sequence similarity 122C	RP3-473B4.1	Xq26.3	NM_001170779	gene with protein product	12477932	ENSG00000156500
HGNC:38368	MIR3146	microRNA 3146	hsa-mir-3146	7	NA	RNA, micro	NA	NA
HGNC:22931	KLHL13	kelch-like 13 (Drosophila)	FLJ10262	Xq23-q24	NM_001168299	gene with protein product	10718198	ENSG00000003096
HGNC:38612	CSPG4P7Y	chondroitin sulfate proteoglycan 4 pseudogene 7, Y-linked	NA	NA	XM_002344204	pseudogene	NA	NA
HGNC:31060	FABP5L2	fatty acid binding protein 5-like 2	NA	13q14.3	NG_009322	unknown	NA	NA
HGNC:4857	HDLBP	high density lipoprotein binding protein	HBP	2q37.3	NM_005336	gene with protein product	1318310, 8390966	ENSG00000115677
HGNC:16157	ZSWIM3	zinc finger, SWIM-type containing 3	dJ337O18.7	20	NM_080752	gene with protein product	NA	ENSG00000132801
HGNC:2730	DDR1	discoidin domain receptor tyrosine kinase 1	CD167|RTK6	6p21.33	NM_001954	gene with protein product	7789998	ENSG00000229767
HGNC:8904	PGLYRP1	peptidoglycan recognition protein 1	TAG7|PGRPS|PGRP|PGRP-S	19q13.2-q13.3	NM_005091	gene with protein product	9707603, 12669421	ENSG00000008438
HGNC:24650	EHMT1	euchromatic histone-lysine N-methyltransferase 1	FLJ12879|KIAA1876|KMT1D|bA188C12.1|Eu-HMTase1	9	NM_001145527	gene with protein product	11347906, 12004135	ENSG00000181090
HGNC:6953	CD46	CD46 molecule, complement regulatory protein	TRA2.10|MGC26544|TLX	1q32	NM_002389	gene with protein product	7929741	ENSG00000117335
HGNC:3357	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ATX|PD-IALPHA	8q24.1	NM_001040092	gene with protein product	8586446	ENSG00000136960
HGNC:24024	FMO6P	flavin containing monooxygenase 6 pseudogene	NA	1q24.3	NR_002601	pseudogene	15077013	ENSG00000117507
HGNC:18120	SLC22A11	solute carrier family 22 (organic anion/urate transporter), member 11	OAT4	11q13.3	NM_018484	gene with protein product	10660625, 15576633, 17229912	ENSG00000168065
HGNC:36468	RPS2P15	ribosomal protein S2 pseudogene 15	NA	2p23	NG_010017	pseudogene	19123937	NA
HGNC:23925	KIAA0427	KIAA0427	NA	18q21.1	NM_001142397	gene with protein product	9455477	ENSG00000134030
HGNC:32054	MIR452	microRNA 452	hsa-mir-452	Xq28	NR_029973	RNA, micro	NA	NA
HGNC:32317	SAR1AP3	SAR1 homolog A (S. cerevisiae) pseudogene 3	NA	4q27	NG_009719	pseudogene	NA	NA
HGNC:18595	HIC2	hypermethylated in cancer 2	HRG22|KIAA1020|ZBTB30	22q11.21	NM_015094	gene with protein product	11554746	ENSG00000169635
HGNC:18858	PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	GPI-MT-I	1q23.2	NM_145167	gene with protein product	11226175	ENSG00000143315
HGNC:33422	KRT19P1	keratin 19 pseudogene 1	NA	6q13	NG_009680	pseudogene	NA	NA
HGNC:5995	IL1RAP	interleukin 1 receptor accessory protein	IL1R3|C3orf13|IL-1RAcP	3q28	NM_001167928	gene with protein product	9479509, 9065432	ENSG00000196083
HGNC:11550	GTF3BAP2	general transcription factor IIIB, associated protein 2	TAFIII120	19p13.3	NA	gene with protein product	NA	NA
HGNC:16376	FAM8A5P	family with sequence similarity 8, member A5 pseudogene	NA	6p21	NG_001298	pseudogene	11707071	ENSG00000238101
HGNC:11503	SYNJ1	synaptojanin 1	INPP5G	21q22.2	NM_001160302	gene with protein product	9428629, 10773674	ENSG00000159082
HGNC:34992	TRNAA42	transfer RNA alanine 42 (anticodon AGC)	NA	6	NA	RNA, transfer	NA	NA
HGNC:24669	FIGLA	folliculogenesis specific basic helix-loop-helix	bHLHc8	2p13.3	NM_001004311	gene with protein product	12468641	ENSG00000183733
HGNC:5612	IGHV3-57	immunoglobulin heavy variable 3-57 pseudogene	NA	14q32.32-q32.33	NG_001019	immunoglobulin pseudogene	NA	ENSG00000233507
HGNC:26888	FAM43A	family with sequence similarity 43, member A	FLJ90022	3q29	NM_153690	gene with protein product	12477932	ENSG00000185112
HGNC:2399	CRYBB2P1	crystallin, beta B2 pseudogene 1	NA	22q11.2-q12.1	NR_033733	pseudogene	NA	ENSG00000100058
HGNC:32773	SNORD109A	small nucleolar RNA, C/D box 109A	HBII-438a	15q11.2	NR_001295	RNA, small nucleolar	11726556	NA
HGNC:11920	FAS	Fas (TNF receptor superfamily, member 6)	APO-1|CD95	10q24.1	NM_152871	gene with protein product	1385299, 1385309	ENSG00000026103
HGNC:16746	MBNL2	muscleblind-like 2 (Drosophila)	MBLL|MBLL39	13q31.1	NM_144778	gene with protein product	11929853	ENSG00000139793
HGNC:3534	F13B	coagulation factor XIII, B polypeptide	FXIIIB	1q31-q32.1	NM_001994	gene with protein product	2339067, 2271707	ENSG00000143278
HGNC:8234	OR2A7	olfactory receptor, family 2, subfamily A, member 7	HSDJ0798C17	7	NM_001005328	gene with protein product	NA	ENSG00000243896
HGNC:38285	MIR3161	microRNA 3161	hsa-mir-3161	11	NA	RNA, micro	NA	NA
HGNC:38238	MIR4283-1	microRNA 4283-1	hsa-mir-4283-1	7	NA	RNA, micro	NA	NA
HGNC:36019	RPS12P25	ribosomal protein S12 pseudogene 25	NA	15q25.1	NG_010393	pseudogene	19123937	NA
HGNC:29893	RMST	rhabdomyosarcoma 2 associated transcript (non-protein coding)	NCRMS|NCRNA00054	12q23.1	NR_024037	gene with no protein product	12082533	NA
HGNC:1595	CCNI	cyclin I	NA	4q21.1	NM_006835	gene with protein product	7493655	ENSG00000118816
HGNC:6428	KRT17P1	keratin 17 pseudogene 1	NA	17p11.2	NA	pseudogene	1281771	ENSG00000131885
HGNC:10908	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	DMT1|DCT1	12q13	NM_000617	gene with protein product	7613023	ENSG00000110911
HGNC:6990	MECP2	methyl CpG binding protein 2 (Rett syndrome)	NA	Xq28	NM_001110792	gene with protein product	1606614, 10508514	ENSG00000169057
HGNC:26952	OPN1MW2	opsin 1 (cone pigments), medium-wave-sensitive 2	NA	Xq28	NM_001048181	gene with protein product	NA	ENSG00000166160
HGNC:19690	C21orf131	chromosome 21 open reading frame 131	PRED14|FLJ37539	21	NR_024090	gene with protein product	NA	ENSG00000224924
HGNC:19953	SGPP2	sphingosine-1-phosphate phosphatase 2	FLJ39004|SPP2	2q36.3	NM_152386	gene with protein product	12411432	ENSG00000163082
HGNC:4667	GTF3C4	general transcription factor IIIC, polypeptide 4, 90kDa	TFIIIC90|KAT12	9q34.3	NM_012204	gene with protein product	10523658	ENSG00000125484
HGNC:17734	TAAR1	trace amine associated receptor 1	TA1|TAR1	6q23.1	NM_138327	gene with protein product	11459929, 15718104	ENSG00000146399
HGNC:21706	ARMC10	armadillo repeat containing 10	SVH|MGC3195	7q22.1	NM_001161009	gene with protein product	12839973	ENSG00000170632
HGNC:10182	SNORD43	small nucleolar RNA, C/D box 43	U43	22q13.1	NR_002439	RNA, small nucleolar	8674114	ENSG00000100316
HGNC:29001	TMEM194A	transmembrane protein 194A	KIAA0286	12q13.3	NM_001130963	gene with protein product	NA	ENSG00000166881
HGNC:13320	HMGB1L9	high-mobility group box 1-like 9	NA	2q35	NG_005481	pseudogene	NA	ENSG00000224159
HGNC:31668	GOLGA7B	golgin A7 family, member B	bA459F3.4|bA451M19.3	10q24.2	NM_001010917	gene with protein product	NA	ENSG00000155265
HGNC:5820	IGKV3-34	immunoglobulin kappa variable 3-34 pseudogene	NA	2p11.2	NG_000834	immunoglobulin pseudogene	NA	ENSG00000234561
HGNC:33887	STAG3L4	stromal antigen 3-like 4	FLJ13195	7p11.2-q11.2	NM_022906	gene with protein product	NA	ENSG00000106610
HGNC:19327	OPHN1P1	oligophrenin 1 pseudogene 1	NA	22	NG_002375	pseudogene	NA	NA
HGNC:15252	OR5AK3P	olfactory receptor, family 5, subfamily AK, member 3 pseudogene	NA	11	NG_004212	pseudogene	NA	ENSG00000181282
HGNC:8272	OR2P1P	olfactory receptor, family 2, subfamily P, member 1 pseudogene	hs6M1-26	6p22.1	NG_004693	pseudogene	NA	ENSG00000225838
HGNC:33505	OPA7	optic atrophy 7 (autosomal dominant)	NA	reserved	NA	phenotype only	NA	NA
HGNC:16793	RAET1E	retinoic acid early transcript 1E	ULBP4|bA350J20.7|LETAL	6q24.3	NM_139165	gene with protein product	11827464	ENSG00000164520
HGNC:34806	TRNAR21	transfer RNA arginine 21 (anticodon ACG)	NA	14	NA	RNA, transfer	NA	NA
HGNC:11939	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	4-1BB-L	19p13.3	NM_003811	gene with protein product	8405064, 8088337	ENSG00000125657
HGNC:14574	MEG8	maternally expressed 8 (non-protein coding)	NCRNA00024	14q32.31	NR_024149	gene with no protein product	11337479	NA
HGNC:31912	GLC1I	glaucoma 1, open angle, I	NA	15q11-q13	NA	phenotype only	15914615	NA
HGNC:32086	MIR496	microRNA 496	hsa-mir-496	14q32.31	NR_030176	RNA, micro	NA	ENSG00000207961
HGNC:29413	KIAA1949	KIAA1949	NA	6p21.3	NM_001134870	gene with protein product	11853319	ENSG00000146112
HGNC:6283	KCNK9	potassium channel, subfamily K, member 9	TASK3|K2p9.1|TASK-3	8q24.3	NM_016601	gene with protein product	10734076, 16382106	ENSG00000169427
HGNC:8222	OR1P1	olfactory receptor, family 1, subfamily P, member 1 (gene/pseudogene)	OR17-208	17p13.3	NG_002153	gene with protein product	10673334	NA
HGNC:30154	PSMD2P1	proteasome 26S subunit, non-ATPase, 2 pseudogene 1	NA	1q43	NG_002387	pseudogene	NA	NA
HGNC:4477	GPR22	G protein-coupled receptor 22	NA	7q22-q31.1	NM_005295	gene with protein product	9073069	ENSG00000172209
HGNC:15571	LUZP3P	leucine zipper protein 3, pseudogene	NA	3p21.3	NG_005650	pseudogene	NA	NA
HGNC:33005	SNORD114-17	small nucleolar RNA, C/D box 114-17	14q(II-17)	14q32.31	NR_003210	RNA, small nucleolar	12045206	ENSG00000201569
HGNC:16293	TRNAS2	transfer RNA serine 2 (anticodon AGA)	TRNS	6p22.1	NA	RNA, transfer	3697066	NA
HGNC:1583	CCND2	cyclin D2	NA	12p13	NM_001759	gene with protein product	1386335	ENSG00000118971
HGNC:11439	STX4	syntaxin 4	p35-2	16p11.2	NM_004604	gene with protein product	8206394, 16339081	ENSG00000103496
HGNC:31987	NBPF2P	neuroblastoma breakpoint family, member 2 (pseudogene)	NA	1p36.12	NG_005533	pseudogene	16079250	NA
HGNC:13352	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta	ATG8F	16q24.2	NM_022818	gene with protein product	NA	ENSG00000140941
HGNC:16509	SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein	NA	1p22.3	NM_001166293	gene with protein product	NA	ENSG00000117155
HGNC:16246	PPIAL	peptidylprolyl isomerase A (cyclophilin A)-like	dJ269M15.1	20q12	NG_001566	pseudogene	NA	ENSG00000226038
HGNC:19833	FBXO33	F-box protein 33	Fbx33	14q13.3	NM_203301	gene with protein product	NA	ENSG00000165355
HGNC:14429	LENEP	lens epithelial protein	LEP503	1q22.2	NM_018655	gene with protein product	10655141, 11376938	ENSG00000163352
HGNC:10062	RNF20	ring finger protein 20	KAIA2779|BRE1A|FLJ11189|BRE1|hBRE1|FLJ20382	9q22	NM_019592	gene with protein product	16337599, 12876294, 18832071, 19037095	ENSG00000155827
HGNC:8702	PCDHGA4	protocadherin gamma subfamily A, 4	PCDH-GAMMA-A4	5q31	NM_018917	protocadherin	10380929	NA
HGNC:30873	CENPN	centromere protein N	FLJ22660|BM039|FLJ13607	16q23.2	NM_001100624	gene with protein product	16622419	ENSG00000166451
HGNC:877	ALDH7A1	aldehyde dehydrogenase 7 family, member A1	EPD|PDE	5q31	NM_001182	gene with protein product	9417906	ENSG00000164904
HGNC:38187	MIR4255	microRNA 4255	hsa-mir-4255	1	NA	RNA, micro	NA	NA
HGNC:23425	HLA-W	major histocompatibility complex, class I, W (pseudogene)	NA	6p21.3	NG_002398	pseudogene	10557312, 1517563	ENSG00000235290
HGNC:25907	CCDC123	coiled-coil domain containing 123	FLJ14640	19q13.11	NM_032816	gene with protein product	16395595	ENSG00000121289
HGNC:4617	GSK3B	glycogen synthase kinase 3 beta	NA	3q13.3	NM_001146156	gene with protein product	10486203	ENSG00000082701
HGNC:17234	ANKRD30A	ankyrin repeat domain 30A	NY-BR-1	10p11.21	NM_052997	gene with protein product	11280766	ENSG00000148513
HGNC:27820	EFHA2	EF-hand domain family, member A2	DKFZp313A0139	8p22	NM_181723	gene with protein product	NA	ENSG00000155970
HGNC:20657	TSPAN1	tetraspanin 1	NET-1|TSPAN-1	1p33	NM_005727	gene with protein product	9714763, 10719184	ENSG00000117472
HGNC:3851	FRA13B	fragile site, BrdU type, common, fra(13)(q21)	NA	13q21	NA	fragile site	NA	NA
HGNC:34119	RNU7-23P	RNA, U7 small nuclear 23 pseudogene	U7.23	11q13.2	NG_007610	RNA, pseudogene	18267300	ENSG00000239099
HGNC:25774	TCTN2	tectonic family member 2	FLJ12975|TECT2	12q24.31	NM_001143850	gene with protein product	12477932	ENSG00000168778
HGNC:25727	CEP76	centrosomal protein 76kDa	FLJ12542|HsT1705	18p11.21	NM_024899	gene with protein product	14654843	ENSG00000101624
HGNC:23508	STOX1	storkhead box 1	FLJ25162	10q22.1	NM_001130159	gene with protein product	NA	ENSG00000165730
HGNC:634	AQP2	aquaporin 2 (collecting duct)	NA	12q12-q13	NM_000486	gene with protein product	7512890	ENSG00000167580
HGNC:31585	MIR208A	microRNA 208a	hsa-mir-208	14q11.2	NR_029595	RNA, micro	NA	ENSG00000199157
HGNC:4654	GTF2F2L	general transcription factor IIF, polypeptide 2-like	TFIIF	4q31.22	NG_003013	pseudogene	7835093	NA
HGNC:34100	RNU7-4P	RNA, U7 small nuclear 4 pseudogene	U7.4	12q15	NG_007585	RNA, pseudogene	18267300	NA
